# Exported from Du Chinese
Simplified,Traditional,Pinyin,Meaning,Simplified sentence,Traditional sentence,Sentence pinyin,Sentence translation
远,遠,yuǎn,"far
distant",有一天，小米去很远的河边打水。她在河里看到了一条漂亮的小鱼。,有一天，小米去很遠的河邊打水。她在河裡看到了一條漂亮的小魚。,yǒu yì tiān xiǎo mǐ qù hěn yuǎn de hé biān dǎ shuǐ tā zài hé lǐ kàn dào le yì tiáo piào liang de xiǎo yú,"One day, Little Mi went to the faraway river shore to collect water. She saw a beautiful little fish in the river."
事,事,shì,"matter
thing",她让小米做很多事情，难的事和不好的事，她都让小米去做。,她讓小米做很多事情，難的事和不好的事，她都讓小米去做。,tā ràng xiǎo mǐ zuò hěn duō shì qing nán de shì hé bù hǎo de shì tā dōu ràng xiǎo mǐ qù zuò,She made Little Mi do lots of things. She would make Little Mi do difficult things and bad things.
新,新,xīn,new,虽然爸爸很爱小米，但妈妈死后，爸爸很快就给小米找了一个新妈妈。,雖然爸爸很愛小米，但媽媽死後，爸爸很快就給小米找了一個新媽媽。,suī rán bà ba hěn ài xiǎo mǐ dàn mā ma sǐ hòu bà ba hěn kuài jiù gěi xiǎo mǐ zhǎo le yí ge xīn mā ma,"Although her dad really loved Little Mi, after Mom died, Dad very quickly found a new mom for Little Mi."
虽然,雖然,suī rán,"although
even though",虽然爸爸很爱小米，但妈妈死后，爸爸很快就给小米找了一个新妈妈。,雖然爸爸很愛小米，但媽媽死後，爸爸很快就給小米找了一個新媽媽。,suī rán bà ba hěn ài xiǎo mǐ dàn mā ma sǐ hòu bà ba hěn kuài jiù gěi xiǎo mǐ zhǎo le yí ge xīn mā ma,"Although her dad really loved Little Mi, after Mom died, Dad very quickly found a new mom for Little Mi."
时候,時候,shí hou,time,小米很小的时候，妈妈就死了。,小米很小的時候，媽媽就死了。,xiǎo mǐ hěn xiǎo de shí hou mā ma jiù sǐ le,Little Mi’s mom died when she was very small.
鞋子,鞋子,xié zi,shoe,她喜欢做衣服和鞋子，她会做漂亮的衣服和鞋子。,她喜歡做衣服和鞋子，她會做漂亮的衣服和鞋子。,tā xǐ huan zuò yī fu hé xié zi tā huì zuò piào liang de yī fu hé xié zi,She liked to make clothes and shoes. She would make beautiful clothes and shoes.
做饭,做飯,zuò fàn,"to prepare a meal
to cook",但是那个时候，女孩子要在家里学习做衣服、做饭，不能上学。,但是那個時候，女孩子要在家裡學習做衣服、做飯，不能上學。,dàn shì nà ge shí hou nǚ hái zi yào zài jiā lǐ xué xí zuò yī fu zuò fàn bù néng shàng xué,"But at that time, girls had to learn to make clothes and cook at home and couldn’t go to school."
衣服,衣服,yī fu,clothes,但是那个时候，女孩子要在家里学习做衣服、做饭，不能上学。,但是那個時候，女孩子要在家裡學習做衣服、做飯，不能上學。,dàn shì nà ge shí hou nǚ hái zi yào zài jiā lǐ xué xí zuò yī fu zuò fàn bù néng shàng xué,"But at that time, girls had to learn to make clothes and cook at home and couldn’t go to school."
所以,所以,suǒ yǐ,"therefore
as a result",“但是爸爸，”约翰说，“在我看书的时候，书能带我飞去很多地方。所以书是我的飞机。”,“但是爸爸，”約翰說，“在我看書的時候，書能帶我飛去很多地方。所以書是我的飛機。”,dàn shì bà ba yuē hàn shuō zài wǒ kàn shū de shí hou shū néng dài wǒ fēi qù hěn duō dì fang suǒ yǐ shū shì wǒ de fēi jī,"“But dad,” said John. “When I read, the book can fly me off to a lot of places. So the book is my airplane.”"
地方,地方,dì fang,"area
place",“但是爸爸，”约翰说，“在我看书的时候，书能带我飞去很多地方。所以书是我的飞机。”,“但是爸爸，”約翰說，“在我看書的時候，書能帶我飛去很多地方。所以書是我的飛機。”,dàn shì bà ba yuē hàn shuō zài wǒ kàn shū de shí hou shū néng dài wǒ fēi qù hěn duō dì fang suǒ yǐ shū shì wǒ de fēi jī,"“But dad,” said John. “When I read, the book can fly me off to a lot of places. So the book is my airplane.”"
妹妹,妹妹,mèi mei,"younger sister
young woman",约翰是一个小男孩，他爱看书。他的妹妹夏洛特，爱玩游戏。,約翰是一個小男孩，他愛看書。他的妹妹夏洛特，愛玩遊戲。,yuē hàn shì yí ge xiǎo nán hái tā ài kàn shū tā de mèi mei xià luò tè ài wán yóu xì,"John is a small boy, he loves to read. His younger sister Charlotte loves to play games."
问题,問題,wèn tí,"problem
question
issue",服务员：好的，没问题。,服務員：好的，沒問題。,fú wù yuán hǎo de méi wèn tí,"Attendant: Ok, no problem."
不好意思,不好意思,bù hǎo yì si,"to feel embarrassed
to be sorry (for inconveniencing sb)",何京：不好意思，我正在打电话。我想今天晚些时候再打扫。,何京：不好意思，我正在打電話。我想今天晚些時候再打掃。,hé jīng bù hǎo yì si wǒ zhèng zài dǎ diàn huà wǒ xiǎng jīn tiān wǎn xiē shí hou zài dǎ sǎo,"He Jing: I’m sorry, I’m on the phone right now. I don’t want the cleaning until a bit later today."
房间,房間,fáng jiān,room,您的房间需要打扫吗？,您的房間需要打掃嗎？,nín de fáng jiān xū yào dǎ sǎo ma,Does Your Room Need Cleaning?
您,您,nín,you (courteous),您的房间需要打扫吗？,您的房間需要打掃嗎？,nín de fáng jiān xū yào dǎ sǎo ma,Does Your Room Need Cleaning?
公交,公交,gōng jiāo,"public transportation
mass transit",公交司机：不去。去图书馆可以坐5路车、7路车和8路车。,公交司機：不去。去圖書館可以坐5路車、7路車和8路車。,gōng jiāo sī jī bú qù qù tú shū guǎn kě yǐ zuò wǔ lù chē qī lù chē hé bā lù chē,"Chauffeur: It does not. To go to the library, you can take bus number 5, 7 or 8."
请问,請問,qǐng wèn,"Excuse me, may I ask...?",本：你好！请问3路车去图书馆吗？,本：你好！請問3路車去圖書館嗎？,běn nǐ hǎo qǐng wèn sān lù chē qù tú shū guǎn ma,Ben: Hello! May I ask if bus number 3 goes to the library?
不用,不用,bú yòng,need not,小平：不用了。等等，我知道你能带点什么。,小平：不用了。等等，我知道你能帶點什麼。,xiǎo píng bú yòng le děng děng wǒ zhī dào nǐ néng dài diǎn shén me,"Xiaoping. Don’t worry about it. Wait, I know what you can bring."
或者,或者,huò zhě,or,小果：一些水果或者蛋糕呢？,小果：一些水果或者蛋糕呢？,xiǎo guǒ yì xiē shuǐ guǒ huò zhě dàn gāo ne,Xiaoguo: Some fruit or cake?
晚饭,晚飯,wǎn fàn,"evening meal
dinner",跟一个朋友吃晚饭,跟一個朋友吃晚飯,gēn yí ge péng you chī wǎn fàn,Having Dinner with a Friend
起床,起床,qǐ chuáng,"to get out of bed
to get up",别睡了，该起床了,別睡了，該起床了,bié shuì le gāi qǐ chuáng le,"Don’t sleep, you have to get up"
玩,玩,wán,to play,妈妈：小明，别玩了，该吃早餐了。,媽媽：小明，別玩了，該吃早餐了。,mā ma xiǎo míng bié wán le gāi chī zǎo cān le,"Mom: Little Ming, don’t play. You have to eat breakfast."
别,別,bié,"do not
must not",别睡了，该起床了,別睡了，該起床了,bié shuì le gāi qǐ chuáng le,"Don’t sleep, you have to get up"
但是,但是,dàn shì,"but
however",她说医院里太无聊了，但是现在有了书，以后就不会无聊了。,她說醫院裡太無聊了，但是現在有了書，以後就不會無聊了。,tā shuō yī yuàn lǐ tài wú liáo le dàn shì xiàn zài yǒu le shū yǐ hòu jiù bú huì wú liáo le,"She said it’s boring in the hospital. But now that she has books, it won’t be boring anymore."
看到,看到,kàn dào,"to notice
to see",丽丽看到我很高兴，再看到我带给她的书就更高兴了。,麗麗看到我很高興，再看到我帶給她的書就更高興了。,lì lì kàn dào wǒ hěn gāo xìng zài kàn dào wǒ dài gěi tā de shū jiù gèng gāo xìng le,"Lili was very happy to see me, and even more happy when she saw the books I brought for her."
还有,還有,hái yǒu,"furthermore
also",今天我去医院看她，我带了很多水果，还有她喜欢的书。,今天我去醫院看她，我帶了很多水果，還有她喜歡的書。,jīn tiān wǒ qù yī yuàn kàn tā wǒ dài le hěn duō shuǐ guǒ hái yǒu tā xǐ huan de shū,"Today I went to visit her in the hospital. I brought a lot of fruit, and some books that she likes."
让,讓,ràng,to have sb do sth,一天，小明的妈妈让小明打电话给爸爸，让爸爸回家吃饭。,一天，小明的媽媽讓小明打電話給爸爸，讓爸爸回家吃飯。,yì tiān xiǎo míng de mā ma ràng xiǎo míng dǎ diàn huà gěi bà ba ràng bà ba huí jiā chī fàn,"One day, Little Ming's mom made him call his dad on the phone, to tell him to come home for dinner."
看看,看看,kàn kan,"to visit
to call on",他可以给家人打电话，但是他更想回去看看他们。,他可以給家人打電話，但是他更想回去看看他們。,tā kě yǐ gěi jiā rén dǎ diàn huà dàn shì tā gèng xiǎng huí qù kàn kan tā men,"He could call his family, but he would prefer to go back and see them."
已经,已經,yǐ jīng,already,路大朋已经三年没有回老家了，,路大朋已經三年沒有回老家了，,lù dà péng yǐ jīng sān nián méi yǒu huí lǎo jiā le,Lu Dapeng had not returned to his hometown for three years.
那儿,那兒,nà'r,"there
over there",他想住得离公司近一点儿，但是公司那儿的房子太贵了。,他想住得離公司近一點兒，但是公司那兒的房子太貴了。,tā xiǎng zhù de lí gōng sī jìn yì diǎn'r dàn shì gōng sī nà'r de fáng zi tài guì le,"He wanted to live closer to the office, but the apartments where his office was were too expensive."
离,離,lí,"to be away from
(in giving distances) from",路大朋家离公司非常远，从家到公司要两个多小时。,路大朋家離公司非常遠，從家到公司要兩個多小時。,lù dà péng jiā lí gōng sī fēi cháng yuǎn cóng jiā dào gōng sī yào liǎng ge duō xiǎo shí,"Lu Dapeng’s home was very far from his office, and it took more than two hours to travel from home to his office."
晚上,晚上,wǎn shang,"evening
night",他每天早上六点从家走，晚上十点多到家。,他每天早上六點從家走，晚上十點多到家。,tā měi tiān zǎo shang liù diǎn cóng jiā zǒu wǎn shang shí diǎn duō dào jiā,He left home every morning at 6 o’clock and arrived home after 10 o’clock in the evening.
便宜,便宜,pián yi,"cheap
inexpensive",他和三个室友住在一个非常便宜的小房子里。,他和三個室友住在一個非常便宜的小房子裡。,tā hé sān ge shì yǒu zhù zài yí ge fēi cháng pián yi de xiǎo fáng zi lǐ,He lived in a very cheap small apartment with three roommates.
非常,非常,fēi cháng,"very
extremely",他和三个室友住在一个非常便宜的小房子里。,他和三個室友住在一個非常便宜的小房子裡。,tā hé sān ge shì yǒu zhù zài yí ge fēi cháng pián yi de xiǎo fáng zi lǐ,He lived in a very cheap small apartment with three roommates.
能,能,néng,"to be able to
to be capable of",你知道五月天，但是五月天不知道你，那就不能用“认识”，只能用“知道”。,你知道五月天，但是五月天不知道你，那就不能用“認識”，只能用“知道”。,nǐ zhī dào wǔ yuè tiān dàn shì wǔ yuè tiān bù zhī dào nǐ nà jiù bù néng yòng rèn shi zhǐ néng yòng zhī dào,"If you know of Mayday, but Mayday don’t know you, then you can’t use “renshi”, but have to use “zhidao”."
听,聽,tīng,"to listen
to hear",本：没有。但我喜欢听他们的歌。,本：沒有。但我喜歡聽他們的歌。,běn méi yǒu dàn wǒ xǐ huan tīng tā men de gē,Ben: No. But I like to listen to their music.
认识,認識,rèn shi,"to know
to recognize
to be familiar with",知道和认识,知道和認識,zhī dào hé rèn shi,“Zhidao” and “Renshi”
英文,英文,yīng wén,English (language),丽丽：嗯……你英文叫“Ben”，汉语名字就叫“本”吧！,麗麗：嗯……你英文叫“Ben”，漢語名字就叫“本”吧！,lì lì èn nǐ yīng wén jiào Ben hàn yǔ míng zi jiù jiào běn ba,"Lili: Hmm… Your English name is “Ben”, so let’s make your Chinese name “Běn”!"
没有,沒有,méi yǒu,to not have,本：没有。你觉得什么名字好？,本：沒有。你覺得什麼名字好？,běn méi yǒu nǐ jué de shén me míng zi hǎo,Ben: No. What name do you think is good?
这样,這樣,zhè yàng,"this kind of
like this",爸爸不喜欢妈妈这样。,爸爸不喜歡媽媽這樣。,bà ba bù xǐ huan mā ma zhè yàng,Dad didn’t like Mom eating in this way.
因为,因為,yīn wèi,"because
owing to",几个星期前，妈妈因为没有钱，吃米饭，不吃菜，,幾個星期前，媽媽因為沒有錢，吃米飯，不吃菜，,jǐ ge xīng qī qián mā ma yīn wèi méi yǒu qián chī mǐ fàn bù chī cài,"A few weeks ago, because Mom didn’t have any money, she only ate rice and didn’t eat any vegetables."
